"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","Québec_Allowance Price_Domestic Currency (CAD)","Ontario_Allowance Price_Domestic Currency (CAD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Kazakhstan_Allowance Price_Domestic Currency (KZT)","South Korea_Allowance Price_Domestic Currency (KRW)","Switzerland_Allowance Price_Domestic Currency (CHF)","RGGI_Allowance Price_Domestic Currency (USD)","Nova Scotia_Allowance Price_Domestic Currency ( )","United Kingdom_Allowance Price_Domestic Currency ( )","China_Allowance Price_Domestic Currency ( )","Germany_Allowance Price_Domestic Currency ( )","Washigton_Allowance Price_Domestic Currency ( )","New ETS 6_Allowance Price_Domestic Currency ( )","New ETS 7_Allowance Price_Domestic Currency ( )","New ETS 8_Allowance Price_Domestic Currency ( )","New ETS 10_Allowance Price_Domestic Currency ( )","Shenzhen_Allowance Price_Domestic Currency (CNY)","Shanghai_Allowance Price_Domestic Currency (CNY)","Beijing_Allowance Price_Domestic Currency (CNY)","Guangdong_Allowance Price_Domestic Currency (CNY)","Tianjin_Allowance Price_Domestic Currency (CNY)","Hubei_Allowance Price_Domestic Currency (CNY)","Chongqing_Allowance Price_Domestic Currency (CNY)","Fujian_Allowance Price_Domestic Currency (CNY)"
"3447",2014-06-06,5.45,NA,NA,NA,4.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.10977146,34.91214437,53.32156766,60.00066106,31.09393939,23.62410607,NA,NA
"3448",2014-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",2014-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",2014-06-09,5.51,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.09321696,40,53.44743418,62.5,29.04634146,23.72514636,NA,NA
"3451",2014-06-10,5.48,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.39838017,40,53.7,63.5,29.37371429,23.68347935,NA,NA
"3452",2014-06-11,5.35,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.10866851,31.61777033,53.46983915,65.16,30.1815,23.64416023,NA,NA
"3453",2014-06-12,5.54,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.75011634,40.00100503,53.49900735,NA,29.60707317,23.52252637,NA,NA
"3454",2014-06-13,5.65,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.31260217,40.14516599,53.32522887,66.82,29.78266667,23.39390833,NA,NA
"3455",2014-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",2014-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",2014-06-16,5.64,NA,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4776798,40.50444609,53.35796617,63.31866667,28.78333333,23.38814757,NA,NA
"3458",2014-06-17,5.71,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.84448846,41.02985075,53.36387473,60.28484848,31.47863636,22.85668348,NA,NA
"3459",2014-06-18,5.66,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8914215,41.02855312,53.5,60.22228856,34.63,22.89006226,NA,NA
"3460",2014-06-19,5.52,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.29,42.76108013,53.45587615,63,38.09,22.9163186,30.74137931,NA
"3461",2014-06-20,5.65,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.06858037,43.03290475,53.4,63.51,38.5796,22.92382088,NA,NA
"3462",2014-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463",2014-06-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464",2014-06-23,5.78,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.4996722,40.71673923,53.51542058,65.35,42.4107854,22.90971928,NA,NA
"3465",2014-06-24,5.75,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.79,39.72240086,53.53876595,67.52,41.21272727,23.10619817,NA,NA
"3466",2014-06-25,5.71,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.53,39.31531442,54.72162222,68.66,39.51833333,23.05016968,NA,NA
"3467",2014-06-26,5.71,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.76612734,39.10024774,56.86810096,71,37.46097561,22.72579825,NA,NA
"3468",2014-06-27,5.78,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.98,39.4070102,66.47913198,68,36.46,22.62292278,NA,NA
"3469",2014-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.13826896,NA,NA,NA,NA,NA,NA,NA
"3470",2014-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.44,NA,NA,NA,NA,NA,NA,NA
"3471",2014-06-30,5.81,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.32,NA,62.4492133,62.41125,35.57602041,22.73820124,NA,NA
"3472",2014-07-01,5.98,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.10986267,NA,66.15088994,58.00383646,32.66771218,22.77667755,NA,NA
"3473",2014-07-02,6.07,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.07666667,NA,67.12103663,59.53544273,31.40853659,22.90883433,NA,NA
"3474",2014-07-03,5.97,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.05929204,NA,66.76834238,61.575,29.59099415,22.87716239,NA,NA
"3475",2014-07-04,5.63,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.99608212,NA,68.17845178,59.13265957,27.48167939,22.75973565,NA,NA
"3476",2014-07-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",2014-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478",2014-07-07,5.52,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.96902655,NA,68.22747262,60.91,26.5083691,22.95279916,NA,NA
"3479",2014-07-08,5.72,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.99105931,57.88117976,25.2,23.21978405,NA,NA
"3480",2014-07-09,5.78,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,69.45193259,59.99883281,25.83333333,23.24601294,NA,NA
"3481",2014-07-10,5.68,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,74.06603042,59.9601649,24.13142857,23.28174952,NA,NA
"3482",2014-07-11,5.72,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.00763359,NA,74.04066263,50.51178538,23.46068548,23.635032,NA,NA
"3483",2014-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.63064428,NA,NA,NA,NA
"3484",2014-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11959067,NA,NA,NA,NA
"3485",2014-07-14,5.87,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.73249551,NA,76.70625157,46,23.83627451,24.01075238,NA,NA
"3486",2014-07-15,5.86,NA,NA,NA,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1087344,44.99114506,25.185,24.13830541,NA,NA
"3487",2014-07-16,6.01,NA,NA,NA,4.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,77,44.35378031,24.29453552,24.01409166,NA,NA
"3488",2014-07-17,6.13,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA,NA,NA,22.01520861,23.95474117,NA,NA
"3489",2014-07-18,5.98,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,NA,NA,44.1437401,20.73592233,23.90418193,NA,NA
"3490",2014-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3491",2014-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",2014-07-21,6.03,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,20.66666667,23.54355009,NA,NA
"3493",2014-07-22,6.13,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5,NA,20,23.61836788,NA,NA
"3494",2014-07-23,6.15,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.61538462,NA,72,39.75893821,21.31818182,23.52772529,NA,NA
"3495",2014-07-24,6.02,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.41,21.37391304,21.3119976,NA,NA
"3496",2014-07-25,6.13,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,74.9,58.75,23.28181818,22.77600125,NA,NA
"3497",2014-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498",2014-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499",2014-07-28,6.17,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,64.63,22.019,22.73674176,NA,NA
"3500",2014-07-29,6.01,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,60,71.01869042,22.26923077,23.87298106,NA,NA
"3501",2014-07-30,6.1,NA,NA,NA,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,58,NA,23.69,23.50379456,NA,NA
"3502",2014-07-31,6.19,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.59,NA,NA,NA,23.88,23.5980893,NA,NA
"3503",2014-08-01,6.26,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.02388514,NA,NA,52.39113074,22.08636364,23.43024627,NA,NA
"3504",2014-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",2014-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506",2014-08-04,6.24,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.57521739,NA,NA,68.32398517,22.49444444,23.07746817,NA,NA
"3507",2014-08-05,6.18,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.61,NA,NA,60,22.72,23.10768363,NA,NA
"3508",2014-08-06,6.19,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.66666667,NA,58.1,54,22.85533333,23.06492856,NA,NA
"3509",2014-08-07,5.94,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.01914798,NA,NA,49.02084844,22.6125,22.4739309,NA,NA
"3510",2014-08-08,5.93,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.47536982,NA,58,52.12400604,20.35,23.04108584,NA,NA
"3511",2014-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512",2014-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3513",2014-08-11,6.06,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.993,NA,57,50.85134869,NA,23.01384083,NA,NA
"3514",2014-08-12,6.04,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.00096958,NA,NA,50.95891795,NA,22.54179646,NA,NA
"3515",2014-08-13,6.17,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.84694942,NA,57,51.65123695,NA,22.77134667,NA,NA
"3516",2014-08-14,6.14,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.22179313,NA,NA,50.78530216,NA,22.59242796,NA,NA
"3517",2014-08-15,6.36,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.02980866,NA,NA,52.07411546,NA,22.82251387,NA,NA
"3518",2014-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3519",2014-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520",2014-08-18,6.34,11.5,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.335,NA,NA,52.00803723,NA,22.54751043,NA,NA
"3521",2014-08-19,6.42,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.28571429,NA,55,NA,NA,22.55547556,NA,NA
"3522",2014-08-20,6.38,NA,NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.65134938,NA,50,48.5,NA,22.62323143,NA,NA
"3523",2014-08-21,6.32,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.91029703,NA,48,NA,20.35,22.91307833,NA,NA
"3524",2014-08-22,6.34,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.53470075,NA,NA,43.65,NA,22.30152738,NA,NA
"3525",2014-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3526",2014-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3527",2014-08-25,6.31,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.57861472,NA,NA,NA,NA,22.68400141,NA,NA
"3528",2014-08-26,6.3,NA,11.39,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.94643415,NA,54.6,NA,NA,22.9597203,NA,NA
"3529",2014-08-27,6.35,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.75236903,NA,NA,NA,NA,22.58544743,NA,NA
"3530",2014-08-28,6.43,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.83419968,NA,NA,NA,NA,23.13207183,NA,NA
"3531",2014-08-29,6.38,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.22025225,NA,53,NA,NA,23.6434361,NA,NA
"3532",2014-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3533",2014-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3534",2014-09-01,6.38,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.37185257,NA,NA,NA,NA,23.78241814,NA,NA
"3535",2014-09-02,6.38,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.29735521,NA,53.5,43,NA,23.73097665,NA,NA
"3536",2014-09-03,6.32,NA,NA,NA,4.35,NA,NA,NA,5.379279434,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.63170455,NA,NA,NA,NA,23.87285736,NA,NA
"3537",2014-09-04,6.1,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.078125,29,NA,NA,NA,23.83513417,NA,NA
"3538",2014-09-05,6.22,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.76297556,NA,53,NA,NA,23.94614594,NA,NA
"3539",2014-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3540",2014-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3541",2014-09-08,6.27,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3542",2014-09-09,6.12,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,53,NA,22.39,23.88350565,NA,NA
"3543",2014-09-10,6.07,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6256785,NA,NA,NA,24.6,24.0022832,NA,NA
"3544",2014-09-11,6.1,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.00079785,NA,53.5,38.7,NA,24.09767956,NA,NA
"3545",2014-09-12,6.03,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.29764134,NA,53.6,NA,27,24.17881683,NA,NA
"3546",2014-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3547",2014-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3548",2014-09-15,5.92,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.87730385,NA,50,NA,NA,24.01095711,NA,NA
"3549",2014-09-16,5.79,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.86912759,NA,53.4,NA,29.7,24.2750811,NA,NA
"3550",2014-09-17,5.88,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.13966974,NA,NA,NA,32.67,24.26334405,NA,NA
"3551",2014-09-18,5.98,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.43903421,NA,51,NA,30.08846154,24.20532909,NA,NA
"3552",2014-09-19,6.01,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25578904,30.9,NA,NA,NA,24.49154589,NA,NA
"3553",2014-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3554",2014-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3555",2014-09-22,6,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.53124723,31.4,NA,NA,NA,24.48172061,NA,NA
"3556",2014-09-23,5.66,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.41589247,32.03333333,NA,NA,NA,24.50812904,NA,NA
"3557",2014-09-24,5.81,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44839858,33,52,NA,NA,24.48621066,NA,NA
"3558",2014-09-25,5.79,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.01948052,33.95,NA,NA,NA,24.45694637,NA,NA
"3559",2014-09-26,5.91,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.00352622,34.35714286,51,NA,NA,24.55146464,NA,NA
"3560",2014-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3561",2014-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3562",2014-09-29,5.76,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.71818182,NA,NA,NA,24.84419797,NA,NA
"3563",2014-09-30,5.82,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.9,51,NA,NA,24.99373876,NA,NA
"3564",2014-10-01,5.79,NA,NA,NA,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3565",2014-10-02,5.66,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3566",2014-10-03,5.64,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3567",2014-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3568",2014-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3569",2014-10-06,5.64,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3570",2014-10-07,5.7,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3571",2014-10-08,6.04,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,34.83,NA,25.09561478,NA,NA
"3572",2014-10-09,6.1,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.0641791,35.1,52.5,31.35,NA,25.30534829,NA,NA
"3573",2014-10-10,6.02,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.9087654,35.1,NA,NA,27.08,25.78550491,NA,NA
"3574",2014-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3575",2014-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3576",2014-10-13,6.04,NA,NA,NA,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.90715481,35.5,NA,28.52380952,NA,25.48660368,NA,NA
"3577",2014-10-14,6.07,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.64679003,35.45,NA,26.49814126,NA,25.83183883,NA,NA
"3578",2014-10-15,6.14,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.24344097,35.3,52,26.64556962,NA,25.7789922,NA,NA
"3579",2014-10-16,6.19,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.89195294,35.5,NA,25.20333333,NA,25.62107311,NA,NA
"3580",2014-10-17,6.12,NA,NA,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4597191,35.65,52.1,26.9,NA,25.51842276,NA,NA
"3581",2014-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3582",2014-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3583",2014-10-20,6.1,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.83792829,35.8,NA,NA,NA,25.73327942,NA,NA
"3584",2014-10-21,6.16,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.51231585,35.8,NA,26.1,NA,25.61593834,NA,NA
