"","Date","European Union_Allowance Price_Domestic Currency (EUR)","California_Allowance Price_Domestic Currency (USD)","New Zealand_Allowance Price_Domestic Currency (NZD)","Hubei_Allowance Price_Domestic Currency (CNY)"
"4508",2017-05-02,4.44,NA,NA,16.30217968
"4509",2017-05-03,4.39,NA,17.2,15.75176322
"4510",2017-05-04,4.52,NA,17.15,15.41297233
"4511",2017-05-05,4.58,NA,17.24,16.2248865
"4514",2017-05-08,4.41,NA,17.15,16.56397241
"4515",2017-05-09,4.51,NA,17.15,16.47958143
"4516",2017-05-10,4.44,NA,17.1,16.50301804
"4517",2017-05-11,4.35,NA,17.12,16.39228422
"4518",2017-05-12,4.45,NA,17.07,16.40466804
"4521",2017-05-15,4.38,NA,17.1,16.36113204
"4522",2017-05-16,4.53,13.8,17,15.85226755
"4523",2017-05-17,4.57,NA,17,16.38614015
"4524",2017-05-18,4.76,NA,16.95,16.4098203
"4525",2017-05-19,4.85,NA,16.95,16.66675447
"4528",2017-05-22,4.91,NA,17,16.7767964
"4529",2017-05-23,4.74,NA,16.8,16.81884533
"4530",2017-05-24,4.91,NA,16.75,16.93548652
"4531",2017-05-25,4.98,NA,16.45,16.80240435
"4532",2017-05-26,5.17,NA,16.57,16.7220909
"4535",2017-05-29,5.16,NA,16.57,NA
"4536",2017-05-30,5.14,NA,16.8,NA
"4537",2017-05-31,4.97,NA,16.8,16.68801459
"4538",2017-06-01,5.08,NA,16.77,16.63673726
"4539",2017-06-02,5.15,NA,16.7,16.40843129
"4542",2017-06-05,5.17,NA,NA,16.40489317
"4543",2017-06-06,4.96,NA,16.5,15.94412265
"4544",2017-06-07,4.87,NA,16.57,16.17446713
"4545",2017-06-08,5.05,NA,16.55,16.06907586
"4546",2017-06-09,5.03,NA,16.5,15.75882163
"4549",2017-06-12,4.92,NA,16.5,15.9103427
"4550",2017-06-13,5,NA,16.6,15.57851833
"4551",2017-06-14,4.92,NA,16.52,15.65364947
"4552",2017-06-15,4.95,NA,16.52,15.63936333
"4553",2017-06-16,4.87,NA,16.55,15.57077694
"4556",2017-06-19,4.92,NA,16.47,15.64505335
"4557",2017-06-20,4.94,NA,16.35,15.5407304
"4558",2017-06-21,4.88,NA,16.5,15.29938147
"4559",2017-06-22,4.86,NA,16.5,15.30816516
"4560",2017-06-23,4.87,NA,16.5,14.48220552
"4563",2017-06-26,4.78,NA,16.5,14.07912906
"4564",2017-06-27,4.93,NA,16.8,13.87197018
"4565",2017-06-28,4.93,NA,17.05,13.9159964
"4566",2017-06-29,5.07,NA,17.1,13.34142607
"4567",2017-06-30,5.03,NA,17.2,13.5765326
"4570",2017-07-03,5.13,NA,17.2,13.6548072
"4571",2017-07-04,5.11,NA,17.2,14.20370902
"4572",2017-07-05,5.04,NA,17.25,14.04980701
"4573",2017-07-06,5.23,NA,17.3,13.86446014
"4574",2017-07-07,5.34,NA,17.35,14.03296299
"4577",2017-07-10,5.39,NA,17.5,13.81009059
"4578",2017-07-11,5.31,NA,17.75,13.89111091
"4579",2017-07-12,5.47,NA,17.85,13.73652834
"4580",2017-07-13,5.35,NA,17.9,13.92836311
"4581",2017-07-14,5.41,NA,17.85,13.82160716
"4584",2017-07-17,5.42,NA,17.87,13.76456353
"4585",2017-07-18,5.45,NA,17.85,13.62731191
"4586",2017-07-19,5.39,NA,17.7,13.30395759
"4587",2017-07-20,5.29,NA,17.7,12.75794886
"4588",2017-07-21,5.08,NA,17.45,13.15774775
"4591",2017-07-24,5.13,NA,17.52,13.52875508
"4592",2017-07-25,5.16,NA,17.65,13.2078908
"4593",2017-07-26,5.25,NA,17.85,13.32846276
"4594",2017-07-27,5.13,NA,17.9,13.32759217
"4595",2017-07-28,5.17,NA,17.85,13.14789798
"4598",2017-07-31,5.22,NA,17.9,13.14086668
"4599",2017-08-01,5.28,NA,17.85,12.38481462
"4600",2017-08-02,5.41,NA,17.85,11.77774723
"4601",2017-08-03,5.41,NA,17.7,17.78954447
"4602",2017-08-04,5.35,NA,17.8,11.741622
"4605",2017-08-07,5.26,NA,17.75,12.49119312
"4606",2017-08-08,5.27,NA,17.8,12.23525427
"4607",2017-08-09,5.36,NA,17.85,12.30567245
"4608",2017-08-10,5.36,NA,17.79,12.39582969
"4609",2017-08-11,5.37,NA,17.7,12.62409011
"4612",2017-08-14,5.5,NA,17.72,12.37529979
"4613",2017-08-15,5.52,14.75,17.77,12.21177547
"4614",2017-08-16,5.78,NA,17.9,12.37977876
"4615",2017-08-17,5.79,NA,17.95,12.30840157
"4616",2017-08-18,5.81,NA,17.95,12.38516393
"4619",2017-08-21,5.74,NA,17.95,12.31666377
"4620",2017-08-22,5.76,NA,18,12.5087619
"4621",2017-08-23,5.93,NA,18.05,12.64259641
"4622",2017-08-24,5.93,NA,18.05,13.3875
"4623",2017-08-25,6.06,NA,18.1,12.7037785
"4626",2017-08-28,6.09,NA,18.1,12.61724365
"4627",2017-08-29,6.02,NA,18.2,12.61714286
"4628",2017-08-30,6.01,NA,18.2,12.70701112
"4629",2017-08-31,5.93,NA,18.25,13.41678161
"4630",2017-09-01,5.82,NA,18.35,12.42341698
"4633",2017-09-04,5.92,NA,18.35,12.77365576
"4634",2017-09-05,6.49,NA,18.3,12.64953204
"4635",2017-09-06,6.7,NA,18.25,12.94715328
"4636",2017-09-07,6.89,NA,18.22,12.84759689
"4637",2017-09-08,7.06,NA,18.25,12.94781012
"4640",2017-09-11,6.86,NA,18.35,12.86945245
"4641",2017-09-12,6.83,NA,18.3,12.99126317
"4642",2017-09-13,7.09,NA,18.3,12.91639768
"4643",2017-09-14,7.1,NA,18.26,13.04439515
"4644",2017-09-15,6.93,NA,18.28,13.07503572
"4647",2017-09-18,6.72,NA,18.3,13.10349593
"4648",2017-09-19,7.01,NA,18.2,13.1945098
"4649",2017-09-20,6.88,NA,18.25,13.01589852
"4650",2017-09-21,6.56,NA,18.15,13.29834821
"4651",2017-09-22,6.64,NA,18.2,13.105
"4654",2017-09-25,7.28,NA,18.1,13.30324201
"4655",2017-09-26,6.97,NA,18,14.44536232
"4656",2017-09-27,6.91,NA,17.97,13.63113022
"4657",2017-09-28,6.96,NA,17.95,13.36544437
"4658",2017-09-29,7.06,NA,18.05,13.80807407
"4661",2017-10-02,6.93,NA,17.95,NA
"4662",2017-10-03,6.99,NA,18,NA
"4663",2017-10-04,6.89,NA,18.05,NA
"4664",2017-10-05,6.87,NA,18.1,NA
"4665",2017-10-06,6.98,NA,18.2,NA
"4668",2017-10-09,6.94,NA,18.25,14.12612903
"4669",2017-10-10,7.36,NA,18.3,12.18018998
"4670",2017-10-11,7.35,NA,18.35,12.23109244
"4671",2017-10-12,7.4,NA,18.4,14.03470716
"4672",2017-10-13,7.32,NA,18.37,13.97629921
"4675",2017-10-16,7.36,NA,18.37,14.04159091
"4676",2017-10-17,7.4,NA,NA,13.95340426
"4677",2017-10-18,7.79,NA,NA,14.94330189
"4678",2017-10-19,7.64,NA,NA,14.53715219
"4679",2017-10-20,7.57,NA,18.88,13.9775
"4682",2017-10-23,7.44,NA,NA,13.75428571
"4683",2017-10-24,7.46,NA,18.9,13.69151366
"4684",2017-10-25,7.39,NA,18.92,13.80442325
"4685",2017-10-26,7.2,NA,18.95,13.73445027
"4686",2017-10-27,7.16,NA,18.95,14.00071405
"4689",2017-10-30,7.14,NA,19,13.54334215
"4690",2017-10-31,7.38,NA,18.95,13.94882319
"4691",2017-11-01,7.49,NA,18.95,14.56041682
"4692",2017-11-02,7.67,NA,18.97,13.98105164
"4693",2017-11-03,7.87,NA,18.97,14.15425186
"4696",2017-11-06,7.92,NA,19.2,14.3646693
"4697",2017-11-07,7.76,NA,19.2,14.31938332
"4698",2017-11-08,7.7,NA,19.2,14.98378665
"4699",2017-11-09,7.55,NA,19.25,14.7691686
"4700",2017-11-10,7.4,NA,19.25,15.03475353
"4703",2017-11-13,7.34,NA,19.25,16.48489281
"4704",2017-11-14,7.38,15.06,19.24,16.37035774
"4705",2017-11-15,7.68,NA,19.24,16.19821444
"4706",2017-11-16,7.51,NA,19.2,16.14413737
"4707",2017-11-17,7.49,NA,19.22,16.05993578
"4710",2017-11-20,7.43,NA,19.25,15.92972175
"4711",2017-11-21,7.4,NA,19.25,15.82430026
"4712",2017-11-22,7.37,NA,19.25,15.44223053
"4713",2017-11-23,7.64,NA,19.25,15.19824782
"4714",2017-11-24,7.75,NA,19.27,15.35116843
"4717",2017-11-27,7.7,NA,19.25,15.0211728
"4718",2017-11-28,7.59,NA,19.3,14.93814589
"4719",2017-11-29,7.7,NA,19.75,14.8911268
"4720",2017-11-30,7.53,NA,19.85,14.96408835
"4721",2017-12-01,7.68,NA,19.95,14.97451095
"4724",2017-12-04,7.54,NA,19.7,15.09480778
"4725",2017-12-05,7.43,NA,19.82,15.39579705
"4726",2017-12-06,7.28,NA,20.25,15.25498999
"4727",2017-12-07,7.35,NA,20.25,15.19718164
"4728",2017-12-08,7.15,NA,20.25,15.17808366
"4731",2017-12-11,7.21,NA,20.4,15.21683893
"4732",2017-12-12,7.15,NA,20.55,15.24126434
"4733",2017-12-13,7.07,NA,20.75,15.26551867
"4734",2017-12-14,7.09,NA,21,15.19996045
"4735",2017-12-15,7.18,NA,20.9,15.16612506
"4738",2017-12-18,7.39,NA,20.8,15.1799114
"4739",2017-12-19,7.5,NA,20.8,15.35317057
"4740",2017-12-20,7.77,NA,20.8,15.46236359
"4741",2017-12-21,7.98,NA,21,15.42980735
"4742",2017-12-22,8.15,NA,21,15.5719925
"4745",2017-12-25,NA,NA,NA,15.67247952
"4746",2017-12-26,NA,NA,NA,15.6227129
"4747",2017-12-27,8.14,NA,20.85,15.78507802
"4748",2017-12-28,8.17,NA,20.7,15.68385949
"4749",2017-12-29,8.09,NA,20.6,15.74947279
"4752",2018-01-01,NA,NA,NA,NA
"4753",2018-01-02,7.77,NA,NA,15.2118542
"4754",2018-01-03,7.8,NA,20.6,15.19609983
"4755",2018-01-04,7.74,NA,20.65,15.2377156
"4756",2018-01-05,7.75,NA,20.65,14.78659136
"4759",2018-01-08,7.62,NA,20.85,13.33088672
"4760",2018-01-09,7.75,NA,21.25,15.15191176
"4761",2018-01-10,7.85,NA,21.2,14.57456888
"4762",2018-01-11,7.78,NA,21.25,15.23241234
"4763",2018-01-12,7.83,NA,21.32,14.85679739
"4766",2018-01-15,7.75,NA,21.2,NA
"4767",2018-01-16,8.01,NA,21.4,15.00190445
"4768",2018-01-17,8.15,NA,21.3,14.8831741
"4769",2018-01-18,8.47,NA,21.3,14.79401639
"4770",2018-01-19,8.73,NA,21.4,14.60449988
"4773",2018-01-22,8.72,NA,NA,14.52659633
"4774",2018-01-23,8.98,NA,21.25,15.07558105
"4775",2018-01-24,9.43,NA,21.25,14.78806452
"4776",2018-01-25,9.21,NA,21.2,14.9881875
"4777",2018-01-26,9.05,NA,21.25,14.90438672
"4780",2018-01-29,8.97,NA,NA,14.9282731
"4781",2018-01-30,8.85,NA,21.22,14.51580282
"4782",2018-01-31,9.23,NA,21.32,14.89266615
"4783",2018-02-01,9.23,NA,21.35,14.79484156
"4784",2018-02-02,8.92,NA,21.4,14.86609982
"4787",2018-02-05,9.04,NA,21.4,14.96416667
"4788",2018-02-06,8.78,NA,NA,14.66923077
"4789",2018-02-07,8.97,NA,21.45,14.70000345
"4790",2018-02-08,9.09,NA,21.5,14.99
"4791",2018-02-09,9.21,NA,21.55,14.99444444
"4794",2018-02-12,9.45,NA,21.5,14.40095618
"4795",2018-02-13,9.87,NA,21.52,14.13450549
"4796",2018-02-14,9.58,NA,21.55,14.745
"4797",2018-02-15,9.52,NA,21.5,NA
"4798",2018-02-16,9.48,NA,21.5,NA
"4801",2018-02-19,9.85,NA,21.42,NA
"4802",2018-02-20,9.7,NA,21.2,NA
"4803",2018-02-21,9.53,14.61,21.2,NA
"4804",2018-02-22,9.69,NA,21.25,16.35
"4805",2018-02-23,9.78,NA,21.1,14.74880503
"4808",2018-02-26,9.6,NA,21.1,14.16058824
"4809",2018-02-27,10.13,NA,20.85,14.29451082
"4810",2018-02-28,10.07,NA,20.95,14.89363636
"4811",2018-03-01,9.97,NA,21.1,14.22823529
"4812",2018-03-02,10.1,NA,20.9,14.42025097
"4815",2018-03-05,10.32,NA,20.9,14.98436351
"4816",2018-03-06,10.44,NA,20.95,15.085
"4817",2018-03-07,10.61,NA,20.95,14.84169061
"4818",2018-03-08,11.08,NA,20.95,14.62839879
"4819",2018-03-09,11.09,NA,20.95,14.69798727
"4822",2018-03-12,11.06,NA,20.8,14.34800733
"4823",2018-03-13,11.38,NA,20.9,14.79808005
"4824",2018-03-14,11.17,NA,20.92,14.43328947
"4825",2018-03-15,11.16,NA,20.93,NA
"4826",2018-03-16,11.14,NA,20.94,14.51872596
"4829",2018-03-19,11.04,NA,20.93,14.80285993
"4830",2018-03-20,11.52,NA,20.95,14.31746631
"4831",2018-03-21,12.62,NA,20.93,14.99968013
"4832",2018-03-22,12.3,NA,20.95,15.5125
"4833",2018-03-23,12.58,NA,20.95,14.95714859
"4836",2018-03-26,12.95,NA,20.95,14.99589502
"4837",2018-03-27,13.64,NA,21,14.86420878
"4838",2018-03-28,12.96,NA,20.95,14.80626241
"4839",2018-03-29,13.25,NA,21.05,15.02028571
"4840",2018-03-30,NA,NA,NA,14.60493756
"4843",2018-04-02,NA,NA,NA,14.24628449
"4844",2018-04-03,13.28,NA,21,14.99775684
"4845",2018-04-04,13.02,NA,21.1,15.45450096
"4846",2018-04-05,12.61,NA,21.15,NA
"4847",2018-04-06,12.95,NA,21.2,NA
"4850",2018-04-09,13.3,NA,21.22,15.49995846
"4851",2018-04-10,13.34,NA,21.25,15.45592287
"4852",2018-04-11,13.39,NA,21.2,15.18115385
"4853",2018-04-12,13.56,NA,21.25,14.95328097
"4854",2018-04-13,13.9,NA,21.25,15.25125498
"4857",2018-04-16,13.96,NA,21.27,15.35375
"4858",2018-04-17,13.7,NA,21.27,15.29349697
"4859",2018-04-18,13.84,NA,21.3,15.1989685
"4860",2018-04-19,13.41,NA,21.3,15.538269
"4861",2018-04-20,13,NA,21.35,15.28338228
"4864",2018-04-23,12.85,NA,21.32,15.12841913
"4865",2018-04-24,13.17,NA,21.26,15.23553199
"4866",2018-04-25,13.21,NA,NA,15.35485095
"4867",2018-04-26,13.44,NA,21.27,15.51207987
"4868",2018-04-27,13.51,NA,21.55,15.43574353
"4871",2018-04-30,13.54,NA,21.5,NA
"4872",2018-05-01,NA,NA,21.5,NA
"4873",2018-05-02,13.02,NA,21.47,15.37467144
"4874",2018-05-03,12.92,NA,21.45,15.15474732
"4875",2018-05-04,12.99,NA,21.45,15.53350498
"4878",2018-05-07,13.57,NA,21.45,14.89521005
"4879",2018-05-08,13.54,NA,21.35,15.57665172
"4880",2018-05-09,13.96,NA,21.3,15.42527461
"4881",2018-05-10,14.56,NA,21.3,15.49497588
"4882",2018-05-11,14.61,NA,21.3,15.49586708
"4885",2018-05-14,14.62,NA,21.25,15.49459232
"4886",2018-05-15,14.29,14.65,21.27,15.45958278
"4887",2018-05-16,15.14,NA,21.2,15.48699922
"4888",2018-05-17,15.27,NA,21.25,15.52763869
"4889",2018-05-18,15.22,NA,21.2,15.50399401
"4892",2018-05-21,15.53,NA,21.2,15.51723897
"4893",2018-05-22,15.93,NA,21.2,15.42670924
"4894",2018-05-23,15.98,NA,21.15,15.52395952
"4895",2018-05-24,16.26,NA,21.15,15.94196758
"4896",2018-05-25,15.97,NA,21,16.80759
"4899",2018-05-28,16.28,NA,21,17.26084895
"4900",2018-05-29,16.27,NA,20.95,16.97242015
"4901",2018-05-30,15.82,NA,20.95,16.89089267
"4902",2018-05-31,14.89,NA,21,16.74066883
"4903",2018-06-01,15.27,NA,20.6,16.96756211
"4906",2018-06-04,16.1,NA,NA,16.70201058
"4907",2018-06-05,15.73,NA,20.7,16.74337753
"4908",2018-06-06,15.89,NA,20.55,16.56203664
"4909",2018-06-07,15.97,NA,20.65,16.6265647
"4910",2018-06-08,15.78,NA,20.62,16.8025015
"4913",2018-06-11,15.45,NA,20.62,16.63386109
"4914",2018-06-12,15.1,NA,20.5,16.37991564
"4915",2018-06-13,15.28,NA,20.42,16.3487893
"4916",2018-06-14,14.89,NA,20.45,16.45528014
"4917",2018-06-15,14.51,NA,20.45,16.786218
"4920",2018-06-18,14.58,NA,20.45,NA
"4921",2018-06-19,14.22,NA,20.5,16.86517413
"4922",2018-06-20,14.46,NA,20.52,16.8649444
"4923",2018-06-21,14.79,NA,20.5,16.78600798
"4924",2018-06-22,15.08,NA,20.8,16.89734702
"4927",2018-06-25,15,NA,20.75,16.74622122
"4928",2018-06-26,14.99,NA,20.9,16.46559914
"4929",2018-06-27,15.22,NA,20.92,16.83120252
"4930",2018-06-28,14.97,NA,21.1,16.80844317
"4931",2018-06-29,14.95,NA,21.1,16.80141682
"4934",2018-07-02,15.03,NA,21.17,17.99183524
"4935",2018-07-03,15.06,NA,21.45,17.06928399
"4936",2018-07-04,15.49,NA,21.6,16.05169644
"4937",2018-07-05,15.65,NA,21.55,16.77661644
"4938",2018-07-06,15.67,NA,21.55,17.70085382
"4941",2018-07-09,15.97,NA,21.55,17.96518074
"4942",2018-07-10,16.03,NA,NA,18.36244808
"4943",2018-07-11,16.28,NA,21.8,18.69935141
"4944",2018-07-12,16.05,NA,21.8,18.78726735
"4945",2018-07-13,16.02,NA,22,19.89803891
"4948",2018-07-16,15.9,NA,21.95,19.98622549
"4949",2018-07-17,16.03,NA,22.2,19.59846921
"4950",2018-07-18,16.38,NA,22.4,20.14693126
"4951",2018-07-19,16.83,NA,22.5,19.63463503
"4952",2018-07-20,17.02,NA,22.6,20.22117828
"4955",2018-07-23,17.35,NA,22.65,20.24831243
"4956",2018-07-24,17.06,NA,22.85,20.66199248
"4957",2018-07-25,17.29,NA,23,21.8755355
"4958",2018-07-26,17.24,NA,22.8,22.18546479
"4959",2018-07-27,17.08,NA,22.75,21.87426814
"4962",2018-07-30,17.01,NA,22.75,23.59574564
"4963",2018-07-31,17.35,NA,22.7,24.50100695
"4964",2018-08-01,17.74,NA,22.7,24.83897158
"4965",2018-08-02,17.6,NA,22.7,25.31317257
"4966",2018-08-03,17.63,NA,NA,25.20359257
"4969",2018-08-06,17.54,NA,22.65,25.43191482
"4970",2018-08-07,17.48,NA,22.7,26.43654095
"4971",2018-08-08,17.35,NA,22.75,28.06327007
"4972",2018-08-09,17.55,NA,22.75,28.84843045
"4973",2018-08-10,17.84,NA,NA,29.57740529
"4976",2018-08-13,18.01,NA,NA,28.86432036
"4977",2018-08-14,18.08,NA,23.85,28.94446313
"4978",2018-08-15,18.05,15.05,24.2,29.36620074
"4979",2018-08-16,17.95,NA,24.17,28.97764519
"4980",2018-08-17,18.1,NA,24.17,29.19126545
"4983",2018-08-20,18.44,NA,24.3,28.91319904
"4984",2018-08-21,19.26,NA,24.55,27.14444944
"4985",2018-08-22,19.76,NA,24.65,28.35037741
"4986",2018-08-23,20.35,NA,24.65,27.23580467
"4987",2018-08-24,20.63,NA,24.65,28.00513988
"4990",2018-08-27,21.25,NA,24.65,27.42350236
"4991",2018-08-28,20.64,NA,24.8,26.58605294
"4992",2018-08-29,21.01,NA,24.8,26.98190887
"4993",2018-08-30,21.12,NA,25.05,27.30414724
"4994",2018-08-31,21.04,NA,25.05,26.95452057
"4997",2018-09-03,20.11,NA,25.02,27.42780133
"4998",2018-09-04,20.13,NA,25.05,27.17923089
"4999",2018-09-05,20.32,NA,NA,27.27246987
"5000",2018-09-06,21.42,NA,25.1,25.96779908
"5001",2018-09-07,23.17,NA,25.12,27.27785506
"5004",2018-09-10,25.19,NA,25.15,25.19255629
"5005",2018-09-11,24.11,NA,25.15,27.05830008
"5006",2018-09-12,22.91,NA,25.1,NA
"5007",2018-09-13,18.86,NA,25.05,25.1007142
"5008",2018-09-14,19.93,NA,25.03,29.23600763
"5011",2018-09-17,20.92,NA,25.06,27.0405212
"5012",2018-09-18,20.19,NA,25,26.90078919
"5013",2018-09-19,21.43,NA,25.06,27.32867925
"5014",2018-09-20,21.98,NA,25.03,27.85319922
"5015",2018-09-21,22.08,NA,25.06,27.97166667
"5018",2018-09-24,22.37,NA,25.06,NA
"5019",2018-09-25,21.18,NA,25.03,27.68845435
"5020",2018-09-26,20.19,NA,25.03,27.97943262
"5021",2018-09-27,20.77,NA,25.03,27.8434745
"5022",2018-09-28,21.15,NA,25,27.90522561
"5025",2018-10-01,21.31,NA,25.03,NA
"5026",2018-10-02,20.93,NA,25,NA
"5027",2018-10-03,21.13,NA,25.05,NA
"5028",2018-10-04,21.29,NA,25.05,NA
"5029",2018-10-05,22.11,NA,25.12,NA
"5032",2018-10-08,21.87,NA,25.25,28.26194935
"5033",2018-10-09,20.75,NA,25.25,28.29585671
"5034",2018-10-10,19.43,NA,25.25,26.84880068
"5035",2018-10-11,19.85,NA,NA,28.15928834
"5036",2018-10-12,20.36,NA,25.11,29.98
"5039",2018-10-15,18.58,NA,25.02,28.48618949
"5040",2018-10-16,19.28,NA,25.1,28.41875208
"5041",2018-10-17,19.24,NA,25.05,28.33884368
"5042",2018-10-18,19.73,NA,25.05,27.60332813
"5043",2018-10-19,19.7,NA,25.05,28.90150089
"5046",2018-10-22,19,NA,NA,29.35766038
"5047",2018-10-23,19.23,NA,25.1,29.30399853
"5048",2018-10-24,19.61,NA,25.1,29.62003107
"5049",2018-10-25,19.07,NA,25.1,31.44646465
"5050",2018-10-26,18.27,NA,25.1,30.924
"5053",2018-10-29,16.68,NA,25.12,30.61805677
"5054",2018-10-30,16.02,NA,25.05,29.05220077
"5055",2018-10-31,16.37,NA,25,30.89173228
"5056",2018-11-01,15.62,NA,25.02,28.89908045
"5057",2018-11-02,17.07,NA,25.02,29.88288889
"5060",2018-11-05,17.23,NA,25.05,27.82940649
"5061",2018-11-06,17.56,NA,25.1,28.99839226
"5062",2018-11-07,18.6,NA,25.1,25.96355451
"5063",2018-11-08,19.57,NA,25.1,25.97234855
"5064",2018-11-09,19.5,NA,25.05,30.35347452
"5067",2018-11-12,20.49,NA,25.05,28.08239735
"5068",2018-11-13,20.14,NA,25.05,28.07869955
"5069",2018-11-14,19.74,15.31,NA,27.9223601
"5070",2018-11-15,18.98,NA,24.9,28.2270751
"5071",2018-11-16,19.1,NA,24.8,27.1621173
"5074",2018-11-19,18.94,NA,24.85,29.23925532
"5075",2018-11-20,19.45,NA,24.8,29.003125
"5076",2018-11-21,20.49,NA,24.8,29.00198744
"5077",2018-11-22,20.91,NA,24.85,32.71
"5078",2018-11-23,20.19,NA,24.8,32.6419442
"5081",2018-11-26,19.82,NA,24.9,30.05424802
"5082",2018-11-27,19.61,NA,24.95,27.38391254
"5083",2018-11-28,19.29,NA,24.9,31.71123628
"5084",2018-11-29,20.02,NA,25,29.24196464
"5085",2018-11-30,20.49,NA,25,27.20349378
"5088",2018-12-03,20.64,NA,NA,29.29142857
"5089",2018-12-04,20.73,NA,NA,29.88666667
"5090",2018-12-05,19.68,NA,25.01,30.31142857
"5091",2018-12-06,19.99,NA,25.1,32.4218406
"5092",2018-12-07,20.3,NA,25.15,29.07772532
"5095",2018-12-10,20.86,NA,25.1,28.19246537
"5096",2018-12-11,20.16,NA,25.45,30.73
"5097",2018-12-12,21.47,NA,25.85,29.00272727
"5098",2018-12-13,22.32,NA,24.85,28.6875641
"5099",2018-12-14,23.38,NA,24.8,28.74873156
"5102",2018-12-17,24.26,NA,24.8,28.9257971
"5103",2018-12-18,23.99,NA,24.82,28.71357664
"5104",2018-12-19,24.32,NA,24.85,28.63493045
"5105",2018-12-20,24.16,NA,25.05,30.38064488
"5106",2018-12-21,24.59,NA,25.1,28.13866702
"5109",2018-12-24,NA,NA,25.12,28.9626
"5110",2018-12-25,NA,NA,NA,28.13279522
"5111",2018-12-26,NA,NA,NA,30.676
"5112",2018-12-27,24.66,NA,25.12,28.52418605
"5113",2018-12-28,24.63,NA,25.12,28.62893048
"5116",2018-12-31,NA,NA,25.12,NA
"5117",2019-01-01,NA,NA,NA,NA
"5118",2019-01-02,25.02,NA,NA,29.98620536
"5119",2019-01-03,23.04,NA,25.12,29.98972028
"5120",2019-01-04,23.49,NA,25.12,29.38375
"5123",2019-01-07,22.07,NA,25.07,28.63761388
"5124",2019-01-08,22.65,NA,25.02,28.59957187
"5125",2019-01-09,21.86,NA,25,28.22342179
"5126",2019-01-10,21.93,NA,25,28.75323529
"5127",2019-01-11,22.59,NA,25,31.112
"5130",2019-01-14,22.4,NA,24.97,28.62975309
"5131",2019-01-15,22.48,NA,24.9,28.35807808
"5132",2019-01-16,23.25,NA,24.95,30.68126582
"5133",2019-01-17,23.48,NA,24.9,35.1375065
"5134",2019-01-18,24.68,NA,24.9,28.94
"5137",2019-01-21,24.28,NA,NA,27.91059172
"5138",2019-01-22,25.01,NA,25.02,28.75515254
"5139",2019-01-23,24.53,NA,25.1,30.7416
"5140",2019-01-24,23.89,NA,25.1,28.04702957
"5141",2019-01-25,23.76,NA,25.05,28.13115635
"5144",2019-01-28,22.6,NA,NA,28.7901796
"5145",2019-01-29,23.21,NA,NA,28.24598901
"5146",2019-01-30,22.86,NA,NA,28.25628931
"5147",2019-01-31,22.13,NA,NA,29.6
"5148",2019-02-01,21.84,NA,NA,28.70638743
"5151",2019-02-04,22.92,NA,25.05,NA
"5152",2019-02-05,23.04,NA,24.95,NA
"5153",2019-02-06,23.57,NA,NA,NA
"5154",2019-02-07,23.34,NA,25,NA
"5155",2019-02-08,22.22,NA,25.05,NA
"5158",2019-02-11,22.26,NA,25.05,30.99
"5159",2019-02-12,20.56,NA,25.3,28.90090909
"5160",2019-02-13,20.81,NA,25.3,27.83160389
"5161",2019-02-14,19.69,NA,25.3,26.64996943
"5162",2019-02-15,20.29,NA,25.22,28.52048824
"5165",2019-02-18,19.89,NA,25.3,28.15980969
"5166",2019-02-19,20.09,NA,25.3,27.64444444
"5167",2019-02-20,20.35,15.73,25.15,31.47489353
"5168",2019-02-21,18.72,NA,25.15,28.42
"5169",2019-02-22,18.83,NA,25.1,28.49993007
"5172",2019-02-25,19.15,NA,25.15,26.11864128
"5173",2019-02-26,19.56,NA,25.2,27.13029354
"5174",2019-02-27,21.16,NA,25.15,28.29721239
"5175",2019-02-28,21.59,NA,25.2,28.61993197
"5176",2019-03-01,22.18,NA,25.25,28.36581892
"5179",2019-03-04,23.02,NA,25.2,30.80899747
"5180",2019-03-05,22.81,NA,25.12,28.51909505
"5181",2019-03-06,22.02,NA,25.15,29.42714286
"5182",2019-03-07,23.16,NA,25.2,29.2452
"5183",2019-03-08,22.92,NA,25.25,29.29307692
"5186",2019-03-11,22.18,NA,25.15,28.85704225
"5187",2019-03-12,22.22,NA,25.3,29.10923077
"5188",2019-03-13,22.16,NA,25.4,27.82890351
"5189",2019-03-14,22.61,NA,25.45,28.52357959
"5190",2019-03-15,22.35,NA,25.45,28.55790297
"5193",2019-03-18,21.71,NA,25.52,27.89302469
"5194",2019-03-19,21,NA,25.65,28.2829588
"5195",2019-03-20,21.52,NA,25.57,28.01517073
"5196",2019-03-21,20.82,NA,25.55,28.38012263
"5197",2019-03-22,20.57,NA,25.55,28.43873899
"5200",2019-03-25,20.83,NA,25.55,28.25287373
"5201",2019-03-26,21.43,NA,25.6,26.07180861
"5202",2019-03-27,21.73,NA,25.6,28.52608696
"5203",2019-03-28,22.16,NA,25.67,28.39716867
"5204",2019-03-29,21.45,NA,25.67,30.51581812
"5207",2019-04-01,21.81,NA,25.75,27.70138491
"5208",2019-04-02,21.92,NA,25.7,27.12585366
"5209",2019-04-03,23.07,NA,25.65,28.93015194
"5210",2019-04-04,24.33,NA,25.62,28.65661765
"5211",2019-04-05,24.49,NA,25.63,NA
"5214",2019-04-08,24.22,NA,25.65,28.0964624
